ListenerID,RecordedDate,inUS,english,famSLHDs,SLHDconnection,SLHDconnection_other,age,gender,gender_other,race,race_other,ethnicity,AudioCheck,AudioTroubleshoot,P1,P2,P3,Understood?,EP1,EP2,EP3,SpeakerID,Int_VAS,Int_OT
N42,2021-06-26 16:27:34,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",21,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the cattle car.,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF6,12.25,41.025641025641
N42,2021-06-26 16:27:34,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",21,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the cattle car.,Which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,14.79,14.7286821705426
N43,2021-06-26 16:27:36,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",20,Man,"",White/Caucasian,"",Prefer not to say,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF5,67.75,87.9310344827586
N43,2021-06-26 16:27:36,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",20,Man,"",White/Caucasian,"",Prefer not to say,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM1,27.32,53.8461538461539
N44,2021-06-26 16:28:04,Yes,"Yes, it is my native language",No,"","",28,Man,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",The most memorable moment is riding a catapellar,high above the ground,i saw how a caterpillar rolls,"Yes, I am ready to begin.","","","",ALSM1,57.32,34.1880341880342
N44,2021-06-26 16:28:04,Yes,"Yes, it is my native language",No,"","",28,Man,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",The most memorable moment is riding a catapellar,high above the ground,i saw how a caterpillar rolls,"Yes, I am ready to begin.","","","",PDM9,55.63,10.7692307692308
N45,2021-06-26 16:59:22,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",19,Non-Binary,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AF1,79.01,90.5172413793104
N45,2021-06-26 16:59:22,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",19,Non-Binary,"",White/Caucasian,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AM3,65.63,66.9230769230769
N46,2021-06-26 17:04:24,Yes,"Yes, it is my native language",No,"","",25,Man,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the X,"which is a gigantic roller coaster, high above the ground",when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF9,3.1,35.3846153846154
N46,2021-06-26 17:04:24,Yes,"Yes, it is my native language",No,"","",25,Man,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the X,"which is a gigantic roller coaster, high above the ground",when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF7,66.76,80.3418803418803
N47,2021-06-26 17:15:23,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",35,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most remembered moment was riding on a caterpillar ,which is a giant roller coast high above the ground ,when i saw how high the caterpillar rose ,"Yes, I am ready to begin.","","","",PDF5,80.99,81.1965811965812
N47,2021-06-26 17:15:23,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",35,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most remembered moment was riding on a caterpillar ,which is a giant roller coast high above the ground ,when i saw how high the caterpillar rose ,"Yes, I am ready to begin.","","","",AM3,28.59,51.5384615384615
N48,2021-06-26 17:17:09,Yes,"Yes, it is my native language",Yes,Other,psychologist who researchers language,37,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF5,49.86,92.5619834710744
N48,2021-06-26 17:17:09,Yes,"Yes, it is my native language",Yes,Other,psychologist who researchers language,37,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM1,23.38,63.2478632478633
N49,2021-06-26 17:17:41,Yes,"Yes, it is my native language",Yes,Other,Volunteer work,32,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar ,Which is a gigantic roller coaster high above the ground,When I saw how high the Caterpillar rose,"Yes, I am ready to begin.","","","",ALSF9,6.76,46.1538461538462
N49,2021-06-26 17:17:41,Yes,"Yes, it is my native language",Yes,Other,Volunteer work,32,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on a caterpillar ,Which is a gigantic roller coaster high above the ground,When I saw how high the Caterpillar rose,"Yes, I am ready to begin.","","","",PDM12,12.68,56.9105691056911
N5,2021-06-25 15:32:28,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",24,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","","MY most memorable moment was riding on the caterpillar
",Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM4,62.54,82.3076923076923
N5,2021-06-25 15:32:28,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",24,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","","MY most memorable moment was riding on the caterpillar
",Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM3,43.38,70.0854700854701
N50,2021-06-26 17:26:46,Yes,"Yes, it is my native language",No,"","",27,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,"Which is a gigantic roller coaster, high above the ground.",When i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF6,16.2,18.4615384615385
N50,2021-06-26 17:26:46,Yes,"Yes, it is my native language",No,"","",27,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,"Which is a gigantic roller coaster, high above the ground.",When i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF7,89.44,57.6271186440678
N51,2021-06-26 17:29:58,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",29,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM1,60.99,75.2136752136752
N51,2021-06-26 17:29:58,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",29,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM12,84.37,75.3846153846154
N52,2021-06-26 17:30:48,Yes,"Yes, it is my native language",No,"","",74,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF1,81.41,66.9421487603306
N52,2021-06-26 17:30:48,Yes,"Yes, it is my native language",No,"","",74,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic roller coaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM5,48.73,58.4615384615385
N53,2021-06-26 17:38:52,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",34,Agender,"",Other,Native American/ African amercing,Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coster riding high above the ground,when I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AF9,30.7,17.948717948718
N53,2021-06-26 17:38:52,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",34,Agender,"",Other,Native American/ African amercing,Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coster riding high above the ground,when I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",HDM8,59.15,40.7692307692308
N54,2021-06-26 17:39:18,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",67,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high upon the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",PDF5,89.15,75.2136752136752
N54,2021-06-26 17:39:18,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",67,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high upon the ground.,When I saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AF1,94.37,76.1538461538462
N55,2021-06-26 17:40:56,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",19,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster which is high above the ground.,x,"No, I would like to practice again.",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,",AM3,43.24,49.2307692307692
N55,2021-06-26 17:40:56,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",19,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster which is high above the ground.,x,"No, I would like to practice again.",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,",HDM8,25.92,31.25
N56,2021-06-26 17:41:28,Yes,"Yes, it is my native language",No,"","",41,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,which is a gigantic roller coaster high above the ground.,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM10,18.17,50.7692307692308
N56,2021-06-26 17:41:28,Yes,"Yes, it is my native language",No,"","",41,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,which is a gigantic roller coaster high above the ground.,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM11,98.59,92.3076923076923
N57,2021-06-26 17:41:52,Yes,"Yes, it is my native language",Yes,Other,I have studied them to some extent in my program.,36,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller-coaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",PDM10,64.23,90.5982905982906
N57,2021-06-26 17:41:52,Yes,"Yes, it is my native language",Yes,Other,I have studied them to some extent in my program.,36,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller-coaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",PDM9,55.07,76.9230769230769
N58,2021-06-26 17:44:34,Yes,"Yes, it is my native language",Yes,Other,N/A,20,Woman,"",Black/African American,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,0,6.2015503875969
N58,2021-06-26 17:44:34,Yes,"Yes, it is my native language",Yes,Other,N/A,20,Woman,"",Black/African American,"",Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM10,27.61,54.7008547008547
N59,2021-06-26 17:45:37,Yes,"Yes, it is my native language",Yes,Other,I've met people with these types of disorders.,52,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster which is high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF9,0.84,7.69230769230769
N59,2021-06-26 17:45:37,Yes,"Yes, it is my native language",Yes,Other,I've met people with these types of disorders.,52,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster which is high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF7,86.62,81.5384615384615
N6,2021-06-25 15:37:56,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",20,Man,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",AF9,4.65,6.2015503875969
N6,2021-06-25 15:37:56,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",20,Man,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar. ,Which is a gigantic rollercoaster high above the ground.,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",HDM11,82.11,80.3418803418803
N60,2021-06-26 17:53:50,Yes,"Yes, it is my native language",No,"","",19,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar was,"Yes, I am ready to begin.","","","",ALSF7,21.69,53.0769230769231
N60,2021-06-26 17:53:50,Yes,"Yes, it is my native language",No,"","",19,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar was,"Yes, I am ready to begin.","","","",HDM8,40.99,68.3760683760684
N61,2021-06-26 17:54:57,Yes,"Yes, it is my native language",Yes,Other,"",28,Woman,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on a caterpillar ,which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM1,74.23,69.2307692307692
N61,2021-06-26 17:54:57,Yes,"Yes, it is my native language",Yes,Other,"",28,Woman,"",Black/African American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on a caterpillar ,which is a gigantic roller coaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSF7,35.92,59.3220338983051
N62,2021-06-26 17:55:27,Yes,"Yes, it is my native language",Yes,Other,I have an aquaintance with a speech disorder,48,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the Caterpiller,which is a gigantic rollercoaster high above the ground,When I saw how high the Caterpillar rose,"Yes, I am ready to begin.","","","",HDF1,76.76,78.5123966942149
N62,2021-06-26 17:55:27,Yes,"Yes, it is my native language",Yes,Other,I have an aquaintance with a speech disorder,48,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the Caterpiller,which is a gigantic rollercoaster high above the ground,When I saw how high the Caterpillar rose,"Yes, I am ready to begin.","","","",PDM10,81.97,83.8461538461539
N63,2021-06-26 17:55:38,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",29,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF5,67.04,77.6923076923077
N63,2021-06-26 17:55:38,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",29,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,Which is a gigantic rollercoaster high above the ground.,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDF7,58.17,63.2478632478633
N64,2021-06-26 17:56:39,Yes,"Yes, it is my native language",No,"","",49,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on a caterpillar.,which is a giant roller coaster high above the ground. ,when i saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",AF9,16.34,18.8034188034188
N64,2021-06-26 17:56:39,Yes,"Yes, it is my native language",No,"","",49,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on a caterpillar.,which is a giant roller coaster high above the ground. ,when i saw how high the caterpillar rose.,"Yes, I am ready to begin.","","","",ALSF6,53.1,29.2307692307692
N65,2021-06-26 17:57:39,Yes,"Yes, it is my native language",Yes,Other,My mother is a speech/language pathologist,35,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM9,80.7,87.1794871794872
N65,2021-06-26 17:57:39,Yes,"Yes, it is my native language",Yes,Other,My mother is a speech/language pathologist,35,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF1,65.49,90
N66,2021-06-26 17:58:50,Yes,"Yes, it is my native language",Yes,Other,i don't have any speech disorder,34,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on a caterpillar,which is a gigantic roller coaster high above the ground,i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM11,56.9,35.3846153846154
N66,2021-06-26 17:58:50,Yes,"Yes, it is my native language",Yes,Other,i don't have any speech disorder,34,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on a caterpillar,which is a gigantic roller coaster high above the ground,i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM4,72.39,33.3333333333333
N67,2021-06-26 17:59:40,Yes,"Yes, it is my native language",No,"","",43,Man,"","","",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding in the caterpillar ,which is a gigantic roller coaster high above the ground ,"when I saw how high the caterpillar rose, ","Yes, I am ready to begin.","","","",PDF5,71.55,70
N67,2021-06-26 17:59:40,Yes,"Yes, it is my native language",No,"","",43,Man,"","","",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding in the caterpillar ,which is a gigantic roller coaster high above the ground ,"when I saw how high the caterpillar rose, ","Yes, I am ready to begin.","","","",PDM9,51.41,78.6324786324786
N68,2021-06-26 18:02:14,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",56,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AM3,66.9,68.3760683760684
N68,2021-06-26 18:02:14,Yes,"Yes, it is my native language",Yes,I have a family member or friend with a speech and/or language disorder,"",56,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",AF1,89.3,90
N69,2021-06-26 18:19:06,Yes,"Yes, it is my native language",Yes,Other,,41,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",I most memorable moment was writing on the curricular.,Which is a jargiyentic high above the ground.,I saw the curricular worse.,"Yes, I am ready to begin.","","","",PDF5,40,6.15384615384615
N69,2021-06-26 18:19:06,Yes,"Yes, it is my native language",Yes,Other,,41,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",I most memorable moment was writing on the curricular.,Which is a jargiyentic high above the ground.,I saw the curricular worse.,"Yes, I am ready to begin.","","","",AF1,5.07,12.9310344827586
N7,2021-06-25 16:28:07,Yes,"Yes, it is my native language",No,"","",47,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when i saw how high the calipidder rose,"Yes, I am ready to begin.","","","",HDM8,34.93,40.7692307692308
N7,2021-06-25 16:28:07,Yes,"Yes, it is my native language",No,"","",47,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic roller coaster high above the ground,when i saw how high the calipidder rose,"Yes, I am ready to begin.","","","",HDF1,87.46,74.3801652892562
N70,2021-08-25 15:34:57,Yes,"Yes, it is my native language",No,"","",22,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM9,64.08,81.1965811965812
N70,2021-08-25 15:34:57,Yes,"Yes, it is my native language",No,"","",22,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar ,which is a gigantic rollercoaster high above the ground,when I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM4,66.06,83.8461538461539
N71,2022-01-05 14:22:27,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",27,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the cataphiller.,"which is a gigantic rollercoaster, high above the ground",when I saw how high the cataphiller rose,"Yes, I am ready to begin.","","","",HDM3,66.06,49.2424242424243
N71,2022-01-05 14:22:27,Yes,"Yes, it is my native language",Yes,"I previously had a speech, language, and/or hearing disorder","",27,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the cataphiller.,"which is a gigantic rollercoaster, high above the ground",when I saw how high the cataphiller rose,"Yes, I am ready to begin.","","","",ALSM6,35.63,52.5423728813559
N72,2022-01-05 14:25:38,Yes,"Yes, it is my native language",Yes,Other,None of the above,25,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the x,which is a gigantic roller coaster high above the ground.,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF2,66.9,80.672268907563
N72,2022-01-05 14:25:38,Yes,"Yes, it is my native language",Yes,Other,None of the above,25,Woman,"",Asian American,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the x,which is a gigantic roller coaster high above the ground.,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF7,17.61,26.9230769230769
N73,2022-01-05 14:32:21,Yes,"Yes, it is my native language",No,"","",25,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM3,40.28,51.219512195122
N73,2022-01-05 14:32:21,Yes,"Yes, it is my native language",No,"","",25,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,Which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM15,54.93,60.5839416058394
N74,2022-01-05 14:35:23,Yes,"Yes, it is my native language",No,"","",25,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","","",which is a gigantic rollercoaster high above the ground,"when I saw how high the caterpillar rose, ","Yes, I am ready to begin.","","","",AF7,53.1,74.3589743589744
N74,2022-01-05 14:35:23,Yes,"Yes, it is my native language",No,"","",25,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","","",which is a gigantic rollercoaster high above the ground,"when I saw how high the caterpillar rose, ","Yes, I am ready to begin.","","","",ALSF5,9.3,11.5384615384615
N75,2022-01-05 14:35:28,Yes,"Yes, it is my native language",No,"","",54,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic roller coaster high above the ground,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",PDM8,60.99,79.4871794871795
N75,2022-01-05 14:35:28,Yes,"Yes, it is my native language",No,"","",54,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar.,which is a gigantic roller coaster high above the ground,"When I saw how high the caterpillar rose,","Yes, I am ready to begin.","","","",AF7,44.65,67.6923076923077
N76,2022-01-05 14:46:54,Yes,"Yes, it is my native language",No,"","",19,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDM3,21.83,51.219512195122
N76,2022-01-05 14:46:54,Yes,"Yes, it is my native language",No,"","",19,Woman,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",my most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,when i saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",HDF7,12.68,33.8461538461539
N77,2022-01-05 14:49:17,Yes,"Yes, it is my native language",No,"","",36,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",PDM8,59.72,74.6153846153846
N77,2022-01-05 14:49:17,Yes,"Yes, it is my native language",No,"","",36,Man,"",White/Caucasian,"",Not Hispanic/Latino,"Yes, I can hear the audio.","",My most memorable moment was riding on the caterpillar,which is a gigantic rollercoaster high above the ground,When I saw how high the caterpillar rose,"Yes, I am ready to begin.","","","",ALSM8,64.65,68.6440677966102
